316,884,36
317,827,36
318,883,36
319,882,36
320,882,36
321,837,36
322,883,36
323,838,36
324,827,36
325,887,36
326,844,36
327,894,37
328,895,37
329,897,37
330,852,37
331,846,37
332,854,37
333,850,37
334,911,37
335,862,38
339,868,19
341,933,39
342,933,39
343,935,39
344,933,39
359,848,37
360,550,45
360,847,37
361,548,45
361,846,37
362,847,37
363,850,37
365,856,18
368,784,19
369,782,19
370,567,35
371,803,19
372,577,36
372,897,19
373,903,19
374,818,19
376,823,19
377,602,36
377,918,20
378,584,36
378,921,20
379,586,37
379,924,20
380,583,37
380,927,20
381,583,37
381,929,20
382,812,20
383,833,20
384,600,37
384,932,20
385,582,37
385,933,20
386,581,37
386,925,489
387,590,49
387,936,20
388,814,20
389,812,20
390,933,20
391,807,20
392,585,48
392,932,20
393,564,48
393,934,20
394,579,48
394,932,20
395,570,48
395,934,20
396,565,48
396,932,20
397,560,47
397,929,20
398,556,47
398,928,20
399,927,20
400,925,20
401,923,20
402,921,20
403,922,20
404,917,20
405,915,20
408,908,20
410,904,20
412,901,20
413,899,20
417,885,489
419,886,20
420,884,20
422,881,20
423,880,20
424,880,20
425,879,20
427,877,20
429,876,21
432,878,21
465,1002,0
467,1013,486
468,1010,486
469,1012,486
470,1014,486
471,1017,486
472,1016,486
473,1016,486
474,1020,486
475,1021,486
476,1015,486
477,1019,486
478,1014,486
479,1018,486
480,1017,486
481,1016,486
482,1014,486
483,1013,487
484,1012,487
485,1007,487
486,1008,487
487,1013,487
488,801,0
488,1279,487
489,1013,487
490,1013,487
491,1014,487
492,1012,487
494,805,0
495,1002,0
496,1001,0
497,1000,0
1065,1437,483
1115,1442,468
1149,1347,485
1186,1174,485
1187,1348,485
1195,1174,485
1197,1177,485
1198,1186,485
1199,1188,485
1202,1185,485
1205,1177,485
1206,1350,485
1207,1350,485
1211,1336,485
1212,1337,485
1214,1349,485
1215,1351,485
1216,1176,485
1218,1174,485
1220,1193,485
1221,1350,485
1222,1192,485
1223,1177,485
1224,1192,485
1225,1350,485
1226,1350,485
1227,1191,485
1228,1176,485
1229,1335,485
1230,1335,485
1231,1335,485
1232,1335,485
1233,1343,485
1234,1351,485
1235,1351,485
1236,1350,485
1237,1335,485
1238,1335,485
1239,1350,485
1240,1336,485
1241,1342,485
1242,1352,485
1243,1350,485
1244,1350,485
1245,1350,485
1246,1351,485
1247,1350,485
1248,1350,485
1249,1350,485
1250,1350,485
1251,1337,485
1252,1350,485
1253,1350,485
1254,1350,485
1255,1349,485
1256,1351,485
1257,1350,485
1258,1350,485
1259,1350,485
1260,1350,485
1261,1350,485
1262,1337,485
1263,1337,485
1264,1337,485
1265,1337,485
1266,1337,485
1267,1350,485
1268,1337,485
1269,1337,485
1270,1337,485
1271,1337,485
1272,1336,485
1273,1337,485
1274,1337,485
1275,1336,485
1276,1336,485
1277,1337,485
1278,1336,485
1279,1336,485
1280,1336,485
1281,1350,485
1282,1350,485
1283,1336,485
1284,1350,485
1285,1350,485
1286,1336,485
1287,1336,485
1288,1336,485
1289,1350,485
1290,1350,485
1291,1337,485
1292,1337,485
1293,1337,485
1294,1337,485
1295,1337,485
1296,1337,485
1297,1337,485
1298,1337,485
1299,1350,485
1300,1337,485
1301,1350,485
1302,1337,485
1303,1337,485
1304,1337,485
1305,1337,485
1306,1337,485
1307,1337,485
1308,1337,485
1309,1337,485
1310,1337,485
1311,1337,485
1312,1350,485
1313,1337,485
1314,1337,485
1315,1337,485
1316,1337,485
1317,1337,485
1318,1337,485
1319,1336,485
1320,1350,485
1321,1336,485
1322,1336,485
1323,1350,485
1324,1350,485
1325,1337,485
1326,1350,485
1327,1350,485
1328,1336,485
1329,1336,485
1330,1336,485
1331,1336,485
1332,1337,485
1333,1336,485
1334,1351,485
1335,1351,485
1336,1336,485
1337,1337,485
1338,1350,485
1339,1350,485
1340,1336,485
1341,1336,485
1342,1336,485
1343,1336,485
1344,1336,485
1345,1337,485
1346,1337,485
1347,1350,485
1348,1337,485
1349,1341,485
1350,1337,485
1351,1337,485
1352,1337,485
1353,1336,485
1354,1336,485
1355,1336,485
1356,1336,485
1357,1336,485
1358,1336,485
1359,1337,485
1360,1336,485
1361,1336,485
1362,1336,485
1363,1336,485
1364,1336,485
1365,1336,485
1366,1337,485
1367,1336,485
1368,1336,485
1369,1336,485
1370,1337,485
1371,1336,485
1372,1336,485
1373,1336,485
1374,1337,485
1375,1337,485
1376,1337,485
1377,1337,485
1378,1337,485
1379,1337,485
1380,1336,485
1381,1337,485
1382,1337,485
1383,1337,485
1384,1337,485
1385,1336,485
1386,1337,485
1387,1336,485
1388,1337,485
1389,1337,485
1390,1336,485
1391,1337,485
1392,1337,485
1393,1336,485
1394,1337,485
1395,1336,485
1396,1336,485
1397,1337,485
1398,1338,485
1399,1339,485
1400,1353,485
1401,1340,485
1402,1341,485
1403,1341,485
1404,1342,485
1405,1342,485
1406,1342,485
1407,1342,485
1408,1342,485
1409,1356,485
1410,1356,485
1411,1342,485
1412,1341,485
1413,1341,485
1414,1342,485
1415,1342,485
1416,1357,485
1417,1344,485
1418,1344,485
1419,1346,485
1420,1346,485
1421,1347,485
1422,1348,485
1423,1349,470
1424,1352,485
1425,1353,485
1426,1355,485
1427,1357,485
1428,1358,470
1429,1377,470
1430,1363,485
1431,1365,485
1432,1373,485
1433,1374,485
1434,1386,485
1435,1372,470
1436,1374,470
1437,1375,470
1438,1378,470
1439,1379,469
1440,1382,469
1441,1383,469
1442,1386,484
1443,1387,469
1444,1388,469
1445,1403,469
1446,1391,469
1447,1392,469
1448,1394,484
1449,1397,484
1450,1400,469
1451,1400,469
1452,1401,469
1453,1402,469
1454,1403,469
1455,1405,469
1456,1406,469
1457,1406,469
1458,1407,469
1459,1411,469
1460,1412,468
1461,1412,468
1462,1413,484
1463,1416,468
1464,1418,468
1465,1420,484
1466,1422,468
1467,1423,484
1468,1425,468
1469,1426,484
1470,1429,468
1471,1429,484
1472,1430,468
1473,907,37
1474,409,51
1474,1436,484
1475,1435,468
1476,908,37
1477,1441,468
1478,1442,468
1479,1444,468
1480,1446,467
1481,1450,467
1482,1454,467
1483,1458,467
1484,1460,467
1485,1465,467
1486,1468,467
1487,1472,467
1488,1476,467
1489,1480,467
1490,1484,466
1491,1487,466
1492,923,37
1492,1480,466
1493,1483,466
1494,925,38
1494,1486,466
1495,928,38
1495,1489,466
1496,928,38
1496,1491,466
1497,910,38
1498,910,38
1499,929,38
1500,929,38
1501,929,38
1502,941,38
1503,930,38
1504,930,38
1505,930,38
1506,930,38
1507,928,38
1508,926,37
1509,923,37
1510,921,37
1511,919,37
1512,917,37
1536,1353,484
1537,1350,484
1538,1344,484
1539,1341,469
1540,750,47
1540,1341,484
1541,746,47
1541,1340,469
1542,745,47
1542,1341,468
1543,743,47
1544,742,47
1545,741,47
1546,745,47
1547,746,48
1548,749,48
1561,819,34
1562,824,34
1563,828,35
1564,832,35
1565,836,35
1567,843,35
1568,849,35
1569,854,35
1570,857,36
1571,860,36
1572,862,36
1573,865,36
1574,868,36
1575,869,36
1576,865,36
1577,867,36
1578,876,36
1579,879,36
1580,881,37
1581,883,37
1582,902,37
1583,887,37
1584,888,37
1585,890,37
1586,885,37
1587,907,37
1588,888,37
1589,897,37
1590,899,37
1591,893,37
1592,900,37
1593,904,37
1594,905,38
1595,906,38
1596,900,38
1597,908,38
1598,909,38
1599,910,38
1600,904,38
1601,912,38
1602,905,38
1603,913,38
1604,914,38
1605,907,38
1606,915,38
1607,915,38
1608,914,38
1609,917,38
1610,935,38
1611,918,38
1612,918,38
1613,918,38
1614,918,38
1615,911,38
1616,919,38
1617,911,38
1618,910,38
1619,910,38
1620,909,38
1621,908,38
1622,914,38
1623,905,38
1624,904,38
1625,902,38
1626,901,38
1627,899,38
1628,904,38
1629,903,38
1630,901,38
1631,899,38
1632,896,38
1633,916,38
1634,892,38
1635,890,38
1636,888,38
1637,887,38
1638,885,38
1639,906,37
1640,882,37
1641,881,37
1642,878,37
1643,877,37
1644,875,37
1645,874,37
1646,872,37
1647,871,37
1648,857,37
1649,869,37
1650,893,37
1651,866,37
1652,865,37
1653,865,37
1654,864,37
1655,889,37
1656,863,37
1657,888,37
1658,888,37
1659,861,37
1660,887,37
1661,859,37
1662,886,37
1663,886,37
1664,858,37
1665,885,37
1666,885,37
1667,856,37
1668,884,37
1669,885,37
1670,884,37
1671,885,37
1672,841,37
1673,885,37
1674,854,37
1675,854,37
1676,854,37
1677,884,37
1678,854,37
1679,855,38
1680,856,38
1681,843,38
1682,858,38
1683,858,38
1684,858,38
1685,892,38
1686,860,38
1687,861,38
1688,895,38
1689,897,38
1690,864,38
1691,898,38
1692,850,38
1693,864,38
1694,864,38
1695,850,38
1696,865,38
1697,865,38
1698,867,39
1699,904,39
1700,868,39
1701,868,39
1702,870,39
1703,870,39
1704,871,39
1705,870,39
1706,870,39
1707,909,39
1708,909,39
1709,870,39
1710,870,39
1711,870,39
1712,870,39
1713,870,39
1714,870,39
1715,871,39
1716,869,39
1717,868,39
1718,907,39
1719,844,39
1720,847,39
1721,862,39
1722,841,39
1723,857,39
1724,894,39
1725,854,39
1726,852,39
1727,849,39
1728,846,39
1729,847,39
1730,846,39
1731,845,39
1732,845,39
1733,842,39
1734,841,39
1735,840,39
1736,884,39
1737,839,39
1738,884,39
1739,885,39
1740,840,39
1741,839,39
1742,840,39
1743,837,19
1744,891,39
1745,842,39
1746,891,19
1747,843,40
1748,896,40
1749,841,19
1750,896,20
1751,899,40
1752,898,20
1753,848,40
1754,848,40
1755,901,40
1756,846,40
1757,845,40
1758,845,40
1759,842,40
1760,843,40
1761,842,40
1762,840,40
1763,838,40
1764,836,40
1765,834,40
1766,893,40
1768,806,40
1792,824,39
1832,765,19
1833,766,19
1835,773,20
1979,1303,0
1981,1302,0
1982,1303,0
1983,1302,0
1984,1307,25
1985,1305,25
1986,1300,25
2027,866,0
2029,871,0
2031,914,485
2032,915,485
2039,853,0
2090,863,20
2091,717,20
2094,715,20
2095,718,20
2096,715,19
2101,708,39
2104,711,39
2105,709,38
2106,713,39
2107,725,38
2108,711,38
2109,717,38
2110,727,38
2111,727,38
