Frame,Class,x,y,Width,Height,Confidence
1407,0,0.222005,0.456481,0.0914062,0.788889,0.936355
1408,0,0.221745,0.455093,0.0914062,0.787963,0.927506
1409,0,0.221745,0.455556,0.0914062,0.787037,0.93467
1410,0,0.221745,0.456481,0.0914062,0.788889,0.933683
1411,0,0.221615,0.456481,0.0916667,0.788889,0.932517
1412,0,0.221354,0.456481,0.0921875,0.788889,0.931361
1413,0,0.221094,0.456019,0.0921875,0.789815,0.926854
1414,0,0.220964,0.456481,0.0919271,0.790741,0.930336
1415,0,0.221354,0.458796,0.0911458,0.791667,0.940937
1416,0,0.221745,0.459259,0.0908854,0.792593,0.940623
1417,0,0.222005,0.460185,0.0914062,0.792593,0.938917
1418,0,0.222005,0.459722,0.0914062,0.791667,0.937182
1419,0,0.222005,0.460185,0.0908854,0.790741,0.933971
1420,0,0.222005,0.460648,0.0908854,0.793519,0.935719
1421,0,0.222135,0.460648,0.0901042,0.791667,0.941276
1422,0,0.222135,0.461111,0.0901042,0.794444,0.933236
1423,0,0.222526,0.461111,0.0903646,0.794444,0.924896
1424,0,0.222526,0.460648,0.0903646,0.793519,0.934311
1425,0,0.223047,0.460185,0.0903646,0.794444,0.942591
1426,0,0.223307,0.460648,0.0898438,0.797222,0.941692
1427,0,0.223698,0.461111,0.0901042,0.798148,0.938388
1428,0,0.223698,0.461574,0.090625,0.800926,0.939578
1429,0,0.223698,0.461574,0.0901042,0.80463,0.951712
1430,0,0.223698,0.461111,0.0901042,0.801852,0.945218
1431,0,0.223958,0.461111,0.0911458,0.8,0.947113
1432,0,0.223828,0.460648,0.0914062,0.800926,0.947144
1433,0,0.224219,0.459722,0.0916667,0.800926,0.955034
1434,0,0.224219,0.459722,0.0921875,0.802778,0.954889
1435,0,0.224349,0.459722,0.0924479,0.802778,0.951205
1436,0,0.22487,0.458333,0.0919271,0.801852,0.945646
1437,0,0.22526,0.45787,0.0916667,0.800926,0.946556
1438,0,0.225,0.458333,0.0921875,0.801852,0.943402
1439,0,0.22526,0.459259,0.0921875,0.801852,0.941404
1440,0,0.225391,0.460185,0.0924479,0.805556,0.946709
1441,0,0.225521,0.458796,0.0916667,0.80463,0.948919
1442,0,0.225521,0.460185,0.0916667,0.805556,0.950816
1443,0,0.225651,0.460185,0.0914062,0.807407,0.950984
1444,0,0.225651,0.4625,0.0914062,0.812037,0.950283
1445,0,0.225781,0.4625,0.0916667,0.813889,0.948945
1446,0,0.225781,0.461574,0.0921875,0.812037,0.941702
1447,0,0.225911,0.460185,0.0924479,0.811111,0.933148
1448,0,0.225781,0.458796,0.0921875,0.810185,0.929345
1449,0,0.225781,0.457407,0.0927083,0.809259,0.920558
1450,0,0.226432,0.456944,0.0919271,0.808333,0.931742
1451,0,0.226562,0.456944,0.0921875,0.808333,0.924293
1452,0,0.226562,0.455556,0.0921875,0.809259,0.923569
1453,0,0.226562,0.453241,0.0921875,0.808333,0.928358
1454,0,0.226562,0.453704,0.0921875,0.809259,0.918472
1455,0,0.226432,0.454167,0.0924479,0.810185,0.91811
1456,0,0.226432,0.453704,0.0924479,0.811111,0.919276
1457,0,0.226562,0.454167,0.0921875,0.812037,0.926057
1458,0,0.226172,0.455093,0.0924479,0.813889,0.93096
1459,0,0.226172,0.455093,0.0929687,0.815741,0.927203
1460,0,0.226042,0.456481,0.0927083,0.82037,0.926729
1461,0,0.226302,0.456481,0.0927083,0.82037,0.91519
1462,0,0.226172,0.456019,0.0929687,0.821296,0.918769
1463,0,0.226302,0.455093,0.0932292,0.821296,0.922586
1464,0,0.226302,0.455556,0.09375,0.822222,0.917593
1465,0,0.226562,0.454167,0.09375,0.821296,0.903583
1466,0,0.226823,0.453704,0.09375,0.82037,0.894318
1467,0,0.226823,0.453704,0.09375,0.822222,0.894317
1468,0,0.226823,0.453704,0.09375,0.822222,0.886631
1469,0,0.226953,0.452778,0.0945313,0.822222,0.869866
1470,0,0.226953,0.452315,0.0945313,0.823148,0.885749
1471,0,0.227214,0.451389,0.0950521,0.821296,0.893833
1472,0,0.227344,0.450463,0.0953125,0.821296,0.903497
1473,0,0.227344,0.45,0.0958333,0.822222,0.891857
1474,0,0.227344,0.451389,0.0958333,0.821296,0.899848
1475,0,0.227474,0.450926,0.0960938,0.824074,0.902876
1476,0,0.227474,0.450463,0.0966146,0.825,0.902185
1477,0,0.227604,0.450463,0.0963542,0.826852,0.922812
1478,0,0.227734,0.452315,0.0966146,0.830556,0.910143
1479,0,0.227865,0.451389,0.096875,0.828704,0.899772
1480,0,0.227995,0.451852,0.0971354,0.831481,0.898891
1481,0,0.228125,0.453241,0.0973958,0.832407,0.871971
1482,0,0.228125,0.454167,0.0973958,0.836111,0.886663
1483,0,0.228776,0.448611,0.0971354,0.828704,0.873098
1484,0,0.229427,0.445833,0.096875,0.825,0.860807
1485,0,0.229818,0.44537,0.0966146,0.824074,0.859679
1486,0,0.230208,0.446759,0.096875,0.825,0.873155
1487,0,0.230078,0.447685,0.0971354,0.826852,0.862239
1488,0,0.230469,0.447222,0.096875,0.824074,0.830281
1489,0,0.231641,0.443519,0.0960938,0.818519,0.825905
1490,0,0.231901,0.443056,0.0960938,0.817593,0.832158
1491,0,0.231901,0.44537,0.0960938,0.822222,0.846661
1492,0,0.232161,0.445833,0.0955729,0.823148,0.825287
1493,0,0.232682,0.444907,0.0950521,0.821296,0.79322
1494,0,0.233594,0.444907,0.09375,0.819444,0.825342
1495,0,0.233594,0.444907,0.0942708,0.825,0.794572
1496,0,0.234375,0.444444,0.0947917,0.822222,0.806456
1497,0,0.234505,0.444907,0.0945313,0.825,0.81912
1498,0,0.234375,0.443981,0.0947917,0.825,0.835722
1499,0,0.234245,0.443981,0.0950521,0.826852,0.817465
1500,0,0.234505,0.444907,0.0950521,0.828704,0.852306
1501,0,0.235026,0.444444,0.0945313,0.825926,0.869104
1502,0,0.234896,0.44537,0.0947917,0.827778,0.86092
1503,0,0.235156,0.445833,0.0947917,0.828704,0.870192
1504,0,0.235026,0.445833,0.0950521,0.830556,0.859763
1505,0,0.235026,0.444907,0.0955729,0.828704,0.859033
1506,0,0.234766,0.444444,0.0966146,0.827778,0.839563
1507,0,0.234115,0.443981,0.0979167,0.825,0.832069
1508,0,0.233594,0.44213,0.0989583,0.823148,0.827556
1509,0,0.232812,0.443981,0.1,0.828704,0.773439
1510,0,0.232292,0.448148,0.1,0.840741,0.737579
1514,0,0.229557,0.452315,0.101302,0.847222,0.715698
1515,0,0.229557,0.451852,0.100781,0.848148,0.782027
1516,0,0.228906,0.447222,0.102083,0.838889,0.719975
1517,0,0.227995,0.449537,0.101302,0.843518,0.778563
1518,0,0.226953,0.453241,0.101302,0.847222,0.715013
1519,0,0.225911,0.458333,0.101823,0.853704,0.770905
1521,0,0.222005,0.459722,0.102344,0.860185,0.791548
1522,0,0.221354,0.45787,0.103125,0.847222,0.84378
1523,0,0.219922,0.460185,0.103906,0.851852,0.821431
1524,0,0.217578,0.462037,0.105469,0.857407,0.832855
1525,0,0.213932,0.457407,0.105469,0.853704,0.805461
1526,0,0.212109,0.460185,0.107552,0.859259,0.705691
1527,0,0.209245,0.461574,0.108073,0.860185,0.719177
1528,0,0.206901,0.45787,0.105469,0.849074,0.792616
1529,0,0.206641,0.464352,0.107031,0.85463,0.821431
1530,0,0.205078,0.459722,0.107552,0.847222,0.783347
1531,0,0.202865,0.459259,0.107292,0.85,0.712048
1532,0,0.200781,0.461574,0.107813,0.858333,0.754352
1533,0,0.198047,0.455556,0.109635,0.851852,0.828157
1534,0,0.195312,0.463426,0.109896,0.865741,0.856082
1535,0,0.192839,0.460185,0.113281,0.864815,0.840704
1536,0,0.192057,0.453704,0.116406,0.855556,0.839116
1537,0,0.190104,0.459722,0.115104,0.873148,0.862629
1538,0,0.1875,0.455556,0.116146,0.868519,0.882437
1539,0,0.184896,0.458796,0.117188,0.884259,0.888432
1540,0,0.183594,0.462963,0.116146,0.892593,0.873471
1541,0,0.182812,0.462037,0.114063,0.883333,0.863234
1542,0,0.18151,0.459722,0.114063,0.882407,0.830273
1543,0,0.179818,0.456481,0.113802,0.875926,0.827108
1544,0,0.179297,0.456019,0.113802,0.875,0.76713
1545,0,0.179297,0.456944,0.113802,0.878704,0.784565
1546,0,0.180208,0.45787,0.113021,0.880556,0.768204
1570,0,0.826563,0.496296,0.346875,0.992593,0.740566
1587,0,0.832552,0.49537,0.334896,0.990741,0.816142
1588,0,0.832161,0.494907,0.335677,0.989815,0.747161
1590,0,0.831641,0.496759,0.336719,0.993519,0.793541
1591,0,0.831771,0.497685,0.336458,0.99537,0.789777
1592,0,0.832422,0.497685,0.335156,0.99537,0.718393
1598,0,0.833594,0.498148,0.332812,0.996296,0.85557
1601,0,0.834505,0.49537,0.33099,0.990741,0.808091
1610,0,0.833073,0.49537,0.333854,0.990741,0.726088
1612,0,0.833854,0.49537,0.332292,0.990741,0.73531
1613,0,0.833464,0.496296,0.333073,0.992593,0.767569
1634,0,0.828385,0.490278,0.342187,0.980556,0.754894
1649,0,0.823047,0.499537,0.353906,0.999074,0.83063
1650,0,0.823307,0.497685,0.353385,0.99537,0.824121
1666,0,0.210417,0.5,0.144792,1,0.74375
1667,0,0.210286,0.5,0.145573,1,0.82122
1668,0,0.211198,0.5,0.145313,1,0.840903
1669,0,0.210807,0.5,0.146094,1,0.853818
1670,0,0.210286,0.5,0.147135,1,0.861925
1671,0,0.209766,0.5,0.147656,1,0.854333
1672,0,0.210026,0.5,0.148177,1,0.900424
1673,0,0.210156,0.5,0.148438,1,0.913843
1674,0,0.210156,0.5,0.148958,1,0.933057
1675,0,0.210156,0.5,0.149479,1,0.931142
1676,0,0.209896,0.5,0.150521,1,0.93421
1677,0,0.209635,0.5,0.152083,1,0.939819
1678,0,0.208464,0.5,0.153906,1,0.934286
1679,0,0.208464,0.5,0.153385,1,0.934421
1680,0,0.209505,0.5,0.153385,1,0.945729
1681,0,0.208984,0.5,0.155469,1,0.946878
1682,0,0.208724,0.5,0.155469,1,0.940349
1683,0,0.208854,0.5,0.155729,1,0.949949
1684,0,0.208854,0.5,0.156771,1,0.948335
1685,0,0.208984,0.5,0.157552,1,0.953531
1686,0,0.208854,0.5,0.156771,1,0.954328
1687,0,0.208464,0.5,0.157552,1,0.954773
1688,0,0.208724,0.5,0.157552,1,0.956992
1689,0,0.209245,0.5,0.157552,1,0.959412
1690,0,0.208854,0.5,0.158333,1,0.956901
1691,0,0.209115,0.5,0.159375,1,0.96095
1692,0,0.209115,0.5,0.160417,1,0.963946
1693,0,0.209115,0.5,0.159896,1,0.964806
1694,0,0.208594,0.5,0.160938,1,0.961868
1695,0,0.208333,0.5,0.1625,1,0.964406
1696,0,0.208984,0.5,0.16276,1,0.965761
1697,0,0.209245,0.5,0.163281,1,0.964661
1698,0,0.208984,0.5,0.163802,1,0.96344
1699,0,0.209635,0.5,0.164062,1,0.966481
1700,0,0.209635,0.5,0.165104,1,0.963591
1701,0,0.210026,0.5,0.164323,1,0.96268
1702,0,0.210286,0.5,0.165365,1,0.964705
1703,0,0.210026,0.5,0.166927,1,0.958993
1704,0,0.209766,0.5,0.166927,1,0.956757
1705,0,0.209635,0.5,0.167708,1,0.960235
1706,0,0.210156,0.5,0.168229,1,0.963189
1707,0,0.210417,0.5,0.169271,1,0.959516
1708,0,0.210286,0.5,0.171094,1,0.95841
1709,0,0.209766,0.5,0.172135,1,0.956848
1710,0,0.209505,0.5,0.173177,1,0.958223
1711,0,0.209766,0.5,0.173698,1,0.957236
1712,0,0.209505,0.5,0.174219,1,0.953193
1713,0,0.209375,0.5,0.175521,1,0.948693
1714,0,0.208854,0.5,0.177083,1,0.949317
1715,0,0.208724,0.5,0.178385,1,0.953746
1716,0,0.208854,0.5,0.179167,1,0.953314
1717,0,0.208203,0.5,0.180469,1,0.952668
1718,0,0.207552,0.5,0.18125,1,0.948867
1719,0,0.20651,0.5,0.183333,1,0.931006
1720,0,0.206771,0.5,0.182812,1,0.936689
1721,0,0.20599,0.5,0.184375,1,0.925206
1722,0,0.205208,0.5,0.183854,1,0.898296
1723,0,0.203776,0.5,0.186198,1,0.883334
1724,0,0.203125,0.5,0.188021,1,0.826175
1725,0,0.202474,0.5,0.189323,1,0.823938
1726,0,0.200911,0.5,0.191927,1,0.766002
1727,0,0.19388,0.5,0.202865,1,0.726288
1729,0,0.189583,0.5,0.210417,1,0.748647
1730,0,0.190104,0.5,0.208333,1,0.708166
1731,0,0.191146,0.5,0.20625,1,0.739574
1732,0,0.189844,0.5,0.208854,1,0.7215
1733,0,0.191016,0.5,0.207552,1,0.786224
1734,0,0.189583,0.5,0.210417,1,0.750246
1735,0,0.189714,0.5,0.209635,1,0.731415
1736,0,0.189844,0.5,0.209896,1,0.747036
1737,0,0.190104,0.5,0.209375,1,0.709201
1741,0,0.188932,0.5,0.21849,1,0.72837
1742,0,0.188411,0.5,0.217969,1,0.70399
1743,0,0.190104,0.5,0.215104,1,0.71473
1747,0,0.188672,0.5,0.21901,1,0.753116
1748,0,0.189063,0.5,0.219271,1,0.735832
2073,0,0.164062,0.5,0.320312,1,0.750089
2085,0,0.216797,0.5,0.195573,1,0.722921
2087,0,0.220313,0.5,0.184896,1,0.868818
2088,0,0.220052,0.5,0.182292,1,0.895017
2089,0,0.219141,0.5,0.183073,1,0.855773
2092,0,0.220052,0.5,0.177083,1,0.757596
2093,0,0.220964,0.5,0.174219,1,0.856171
2094,0,0.221484,0.5,0.173698,1,0.858077
2095,0,0.220964,0.5,0.172656,1,0.842916
2096,0,0.219401,0.5,0.169531,1,0.796847
2097,0,0.219141,0.500463,0.166406,0.999074,0.845226
2098,0,0.219661,0.5,0.163802,1,0.851318
2099,0,0.219271,0.501852,0.159896,0.996296,0.866036
2100,0,0.219922,0.5,0.159635,1,0.821258
2101,0,0.221354,0.500926,0.157813,0.998148,0.868128
2102,0,0.221354,0.5,0.154167,1,0.918652
2103,0,0.220573,0.5,0.152083,1,0.942371
2104,0,0.217318,0.5,0.153906,1,0.934438
2105,0,0.214323,0.5,0.15625,1,0.922599
2107,0,0.177344,0.5,0.231771,1,0.720276
2108,0,0.185417,0.5,0.207813,1,0.763047
2109,0,0.169271,0.5,0.246354,1,0.825072
2110,0,0.167708,0.5,0.246875,1,0.93509
2111,0,0.167839,0.499537,0.24401,0.999074,0.952783
2112,0,0.172135,0.5,0.234896,1,0.955018
2113,0,0.175,0.499074,0.226562,0.998148,0.947174
2114,0,0.17487,0.5,0.228385,1,0.933651
2115,0,0.173438,0.499537,0.227604,0.999074,0.919533
2116,0,0.184375,0.5,0.202604,1,0.836701
2117,0,0.177995,0.5,0.213802,1,0.906157
2118,0,0.175,0.499537,0.217187,0.999074,0.948
2119,0,0.173568,0.499537,0.217448,0.999074,0.935638
2120,0,0.171745,0.498611,0.219531,0.997222,0.921224
2121,0,0.172656,0.498611,0.216667,0.997222,0.936697
2122,0,0.172005,0.499074,0.215365,0.998148,0.937717
2123,0,0.172266,0.5,0.214844,1,0.938262
2124,0,0.170833,0.499537,0.213021,0.999074,0.936641
2125,0,0.16849,0.499537,0.214062,0.999074,0.915385
2126,0,0.16875,0.499537,0.208854,0.999074,0.898279
2127,0,0.16888,0.5,0.207552,1,0.902782
2128,0,0.16849,0.5,0.206771,1,0.77789
2139,0,0.172005,0.499537,0.200781,0.999074,0.745206
2140,0,0.172656,0.499537,0.197917,0.999074,0.826733
2141,0,0.178776,0.499537,0.184635,0.999074,0.862036
2142,0,0.179167,0.499537,0.181771,0.999074,0.888561
2143,0,0.178906,0.5,0.180729,1,0.916679
2144,0,0.177083,0.5,0.183854,1,0.893903
2145,0,0.176302,0.5,0.182292,1,0.897592
2146,0,0.177734,0.5,0.177865,1,0.903124
2147,0,0.179557,0.5,0.173177,1,0.941834
2148,0,0.178516,0.5,0.173698,1,0.952917
2149,0,0.178255,0.5,0.173177,1,0.960022
2150,0,0.177083,0.5,0.173958,1,0.95546
2151,0,0.175911,0.5,0.173698,1,0.940586
2152,0,0.175781,0.5,0.171354,1,0.933795
2153,0,0.174349,0.5,0.170573,1,0.930309
2154,0,0.174609,0.5,0.16849,1,0.91149
2155,0,0.174219,0.5,0.161979,1,0.878281
2156,0,0.174089,0.499537,0.161198,0.999074,0.866944
2157,0,0.173177,0.499074,0.163542,0.998148,0.868913
2158,0,0.172005,0.498611,0.165365,0.997222,0.850165
2159,0,0.170312,0.498611,0.172396,0.997222,0.802106
2160,0,0.166797,0.497685,0.176823,0.99537,0.767185
2161,0,0.166927,0.497685,0.180729,0.99537,0.745869
2192,0,0.134245,0.5,0.26849,1,0.711816
2262,0,0.134635,0.5,0.267188,1,0.792351
2263,0,0.134115,0.5,0.266667,1,0.812912
2264,0,0.133854,0.5,0.266667,1,0.716568
318,0,0.822396,0.497222,0.354688,0.994444,0.709201
324,0,0.817318,0.5,0.364844,1,0.71044
335,0,0.21263,0.5,0.146094,1,0.787724
336,0,0.21276,0.5,0.146875,1,0.861711
337,0,0.21237,0.5,0.146615,1,0.836541
338,0,0.213151,0.5,0.146094,1,0.87134
339,0,0.21263,0.5,0.15026,1,0.836773
340,0,0.213151,0.5,0.15026,1,0.850442
341,0,0.213672,0.5,0.151823,1,0.865774
342,0,0.213411,0.5,0.153906,1,0.906591
343,0,0.213411,0.5,0.15599,1,0.916613
344,0,0.21237,0.5,0.158594,1,0.910115
345,0,0.211589,0.5,0.161719,1,0.928167
346,0,0.210547,0.5,0.163802,1,0.948744
347,0,0.209896,0.5,0.164583,1,0.956543
348,0,0.208594,0.5,0.165104,1,0.951303
349,0,0.207422,0.5,0.166927,1,0.931309
350,0,0.204167,0.5,0.170312,1,0.87656
351,0,0.197005,0.5,0.177865,1,0.800061
352,0,0.193099,0.5,0.186198,1,0.833123
353,0,0.189063,0.5,0.192188,1,0.781167
354,0,0.188802,0.5,0.194792,1,0.90974
355,0,0.186068,0.5,0.196094,1,0.914632
356,0,0.185286,0.5,0.196094,1,0.873722
357,0,0.18099,0.5,0.200521,1,0.793274
360,0,0.180729,0.5,0.194792,1,0.717318
578,0,0.140365,0.5,0.280208,1,0.779288
579,0,0.138932,0.5,0.277344,1,0.754281
616,0,0.154427,0.5,0.303125,1,0.774243
617,0,0.154036,0.5,0.303385,1,0.767264
657,0,0.166536,0.5,0.325781,1,0.72549
669,0,0.150391,0.499537,0.297135,0.999074,0.715848
